Point,timeStamp,Arduino,ADSReference,ADSReferenceVoltage,ads,ADSVoltage,ADSGain,Multimeter
3,2024-03-06 00:16:57,12,16972,1.0612198858607744,26,0.0015000457777642141,2,0.056632
1,2024-03-06 00:17:53,68,16972,1.0629074373607592,1043,0.06418945890682698,2,0.07266
2,2024-03-06 00:17:55,95,17012,1.0617199011200293,1512,0.09431537827692496,2,0.10238
3,2024-03-06 00:17:57,6,16966,1.0625949278237252,36,0.0020625629444257945,2,0.051252
1,2024-03-06 00:18:53,64,16968,1.0605948667867062,996,0.06250190740684225,2,0.07061
2,2024-03-06 00:18:55,96,16970,1.0612198858607744,1502,0.09387786492507706,2,0.10241
3,2024-03-06 00:18:57,0,16967,1.0605323648792992,22,0.0016875514999847407,2,0.033218
1,2024-03-06 00:19:53,65,16974,1.0614073915829951,1007,0.06312692648091067,2,0.07192
2,2024-03-06 00:19:55,96,16976,1.06190740684225,1504,0.09400286873989075,2,0.10245
3,2024-03-06 00:19:57,5,16976,1.0615948973052156,32,0.001250038148136845,2,0.063462
1,2024-03-06 00:20:53,65,16975,1.0612198858607744,1017,0.06418945890682698,2,0.07177
2,2024-03-06 00:20:55,95,16992,1.0621574144718773,1506,0.09487789544358653,2,0.10251
3,2024-03-06 00:20:57,12,16971,1.061782403027436,30,0.0016250495925778986,2,0.055152
1,2024-03-06 00:21:53,65,16975,1.061032380138554,1011,0.06275191503646962,2,0.07162
2,2024-03-06 00:21:55,96,16979,1.0608448744163335,1516,0.0951279030732139,2,0.10254
3,2024-03-06 00:21:57,7,16990,1.0607823725089267,25,0.0013750419629505295,2,0.054222
1,2024-03-06 00:22:53,67,16982,1.0608448744163335,1072,0.06562700277718436,2,0.07425
2,2024-03-06 00:22:55,96,16981,1.061032380138554,1509,0.09419037446211127,2,0.10266
3,2024-03-06 00:22:57,6,16975,1.060657368694113,23,0.001250038148136845,2,0.036134
1,2024-03-06 00:23:53,66,17007,1.0616573992126226,1020,0.06356443983275857,2,0.07219
2,2024-03-06 00:23:55,96,16990,1.0609698782311472,1510,0.0952529068880276,2,0.10277
3,2024-03-06 00:24:08,7,16965,1.0604073610644857,45,0.001750053407391583,2,0.012068
1,2024-03-06 00:24:53,59,16971,1.0608448744163335,1028,0.06418945890682698,2,0.07269
2,2024-03-06 00:24:55,95,16973,1.0620324106570636,1514,0.0943778801843318,2,0.10292
3,2024-03-06 00:24:57,6,16969,1.0605323648792992,25,0.0023750724814600053,2,0.040158
1,2024-03-06 00:25:53,63,16970,1.060657368694113,992,0.06206439405499435,2,0.07077
2,2024-03-06 00:25:55,98,16969,1.0615948973052156,1514,0.09456538590655234,2,0.10303
3,2024-03-06 00:25:57,5,16966,1.0602823572496718,21,0.0015625476851710562,2,0.051922
1,2024-03-06 00:26:53,64,16973,1.060657368694113,1031,0.06350193792535172,2,0.07194
2,2024-03-06 00:26:55,95,17003,1.0607198706015197,1514,0.09450288399914548,2,0.10317
3,2024-03-06 00:26:57,8,16966,1.0604073610644857,29,0.0016250495925778986,2,0.050558
1,2024-03-06 00:27:53,65,16965,1.0603448591570788,994,0.062126895962401195,2,0.07075
2,2024-03-06 00:27:55,98,16969,1.0605948667867062,1515,0.09475289162877285,2,0.10328
3,2024-03-06 00:27:57,18,16965,1.0600948515274515,26,0.0018125553147984254,2,0.019186
1,2024-03-06 00:28:53,62,16970,1.0609698782311472,966,0.06056434827723014,2,0.06919
2,2024-03-06 00:28:55,97,16970,1.0616573992126226,1529,0.09494039735099338,2,0.10347
3,2024-03-06 00:28:57,7,16961,1.0600323496200446,28,0.0016875514999847407,2,0.056712
1,2024-03-06 00:29:53,65,16968,1.0604698629718923,991,0.062126895962401195,2,0.07126
2,2024-03-06 00:29:55,97,16986,1.060657368694113,1522,0.09519040498062076,2,0.10365
3,2024-03-06 00:29:57,7,16962,1.0600948515274515,29,0.0016875514999847407,2,0.053772
1,2024-03-06 00:30:53,66,16971,1.0608448744163335,1030,0.06412695699942016,2,0.07254
2,2024-03-06 00:30:55,97,16970,1.060657368694113,1525,0.09562791833246864,2,0.10398
3,2024-03-06 00:30:57,6,16963,1.0605948667867062,43,0.0013125400555436873,2,0.057254
1,2024-03-06 00:31:53,65,16969,1.0607198706015197,1011,0.06306442457350384,2,0.07146
2,2024-03-06 00:31:55,96,16987,1.0616573992126226,1546,0.09569042023987549,2,0.10415
3,2024-03-06 00:31:57,14,16971,1.0612823877681814,26,0.0018750572222052675,2,0.01436
1,2024-03-06 00:32:53,63,16970,1.0620949125644705,1025,0.06281441694387647,2,0.07089
2,2024-03-06 00:32:55,101,16974,1.0609698782311472,1549,0.09669045075838495,2,0.10779
3,2024-03-06 00:32:57,5,16979,1.0614698934904019,19,0.0023750724814600053,2,0.057882
1,2024-03-06 00:33:53,67,16986,1.0614073915829951,1033,0.06381444746238595,2,0.07235
2,2024-03-06 00:33:55,97,17000,1.061844904934843,1546,0.09581542405468918,2,0.10445
3,2024-03-06 00:33:57,9,16984,1.0615323953978089,29,0.0026250801110873747,2,0.054742
1,2024-03-06 00:34:53,69,16977,1.061094882045961,1049,0.06525199133274331,2,0.07288
2,2024-03-06 00:34:55,101,16987,1.0607823725089267,1541,0.09681545457319864,2,0.10462
3,2024-03-06 00:34:57,8,16982,1.060657368694113,31,0.001250038148136845,2,0.051162
1,2024-03-06 00:35:53,70,16986,1.0607198706015197,1053,0.06593951231421857,2,0.07403
2,2024-03-06 00:35:55,98,16982,1.06190740684225,1550,0.0967529526657918,2,0.10473
3,2024-03-06 00:35:57,5,16983,1.0607823725089267,23,0.0016875514999847407,2,0.02865
1,2024-03-06 00:36:53,68,16968,1.0614073915829951,1051,0.0656895046845912,2,0.07434
2,2024-03-06 00:36:55,97,16971,1.0617199011200293,1556,0.0967529526657918,2,0.10968
3,2024-03-06 00:36:57,6,16964,1.0612198858607744,24,0.001750053407391583,2,0.059842
1,2024-03-06 00:37:53,70,16969,1.061032380138554,1059,0.06637702566606647,2,0.07507
2,2024-03-06 00:37:55,98,16990,1.0607823725089267,1545,0.09650294503616444,2,0.10504
3,2024-03-06 00:37:57,5,16962,1.0600948515274515,21,0.0014375438703573718,2,0.056302
1,2024-03-06 00:38:53,73,16986,1.060657368694113,1063,0.06662703329569385,2,0.07521
2,2024-03-06 00:38:55,101,16969,1.0607198706015197,1546,0.0967529526657918,2,0.10518
3,2024-03-06 00:38:57,4,16962,1.0600948515274515,27,0.0014375438703573718,2,0.034792
1,2024-03-06 00:39:53,66,16975,1.0605323648792992,1040,0.065376995147557,2,0.07316
2,2024-03-06 00:39:55,95,16977,1.0620949125644705,1550,0.09750297555467391,2,0.19194
3,2024-03-06 00:39:57,8,16964,1.060657368694113,21,0.0015000457777642141,2,0.0466
1,2024-03-06 00:40:53,66,16970,1.061157383953368,1019,0.06412695699942016,2,0.0731
2,2024-03-06 00:40:55,98,16976,1.0619699087496566,1554,0.09700296029541917,2,0.10548
3,2024-03-06 00:41:08,7,16966,1.0604698629718923,26,0.001250038148136845,2,0.025406
1,2024-03-06 00:41:53,68,16968,1.0607198706015197,1059,0.06625202185125278,2,0.07508
2,2024-03-06 00:41:55,100,16969,1.061782403027436,1555,0.09712796411023286,2,0.10563
3,2024-03-06 00:41:57,6,16979,1.060657368694113,26,0.0013750419629505295,2,0.038148
1,2024-03-06 00:42:53,68,16964,1.061032380138554,1049,0.06562700277718436,2,0.07426
2,2024-03-06 00:43:06,99,16969,1.0616573992126226,1555,0.09831550035096286,2,0.10575
3,2024-03-06 00:43:08,8,16966,1.0603448591570788,23,0.0015000457777642141,2,0.035398
1,2024-03-06 00:43:53,68,16966,1.0604073610644857,1087,0.06593951231421857,2,0.07452
2,2024-03-06 00:43:55,99,16969,1.0615323953978089,1557,0.09744047364726706,2,0.10588
3,2024-03-06 00:43:57,12,16977,1.0605323648792992,35,0.0016875514999847407,2,0.05774
1,2024-03-06 00:44:53,67,16966,1.0604073610644857,1027,0.06381444746238595,2,0.07207
2,2024-03-06 00:44:55,99,16970,1.0605948667867062,1562,0.09750297555467391,2,0.106
3,2024-03-06 00:44:57,6,16964,1.0603448591570788,24,0.002687582018494217,2,0.011416
1,2024-03-06 00:45:53,68,16971,1.0609698782311472,1050,0.06512698751792963,2,0.07374
2,2024-03-06 00:45:55,98,16991,1.061844904934843,1562,0.09750297555467391,2,0.10627
3,2024-03-06 00:45:57,8,16978,1.0614073915829951,36,0.0025625782036805323,2,0.055272
1,2024-03-06 00:46:53,62,16977,1.060657368694113,976,0.060064333017975396,2,0.06861
2,2024-03-06 00:46:55,97,16977,1.061844904934843,1565,0.09806549272133548,2,0.10618
3,2024-03-06 00:46:57,23,16976,1.0608448744163335,29,0.002125064851832637,2,0.054942
1,2024-03-06 00:47:53,57,16965,1.0609698782311472,859,0.052689107943968014,2,0.06107
2,2024-03-06 00:47:55,255,16987,1.061782403027436,3793,0.2545702688680685,2,0.12286
3,2024-03-06 00:47:57,6,16977,1.061157383953368,22,0.0025625782036805323,2,0.012536
1,2024-03-06 00:48:53,57,16975,1.061844904934843,845,0.05275160985137486,2,0.06137
2,2024-03-06 00:48:55,99,16986,1.0627824335459457,1576,0.09875301370281075,2,0.10644
3,2024-03-06 00:48:57,6,16980,1.0607198706015197,41,0.0020625629444257945,2,0.022146
1,2024-03-06 00:49:53,55,16967,1.0614698934904019,829,0.052001586962492755,2,0.06055
2,2024-03-06 00:49:55,100,16972,1.061782403027436,1577,0.09800299081392864,2,0.10638
3,2024-03-06 00:49:57,9,16963,1.0612823877681814,33,0.0025625782036805323,2,0.057172
1,2024-03-06 00:50:53,56,16977,1.0605323648792992,818,0.05118906216620381,2,0.05991
2,2024-03-06 00:50:55,100,16973,1.0607198706015197,1597,0.09969054231391339,2,0.10833
3,2024-03-06 00:50:57,5,16964,1.0607823725089267,38,0.002250068666646321,2,0.056592
1,2024-03-06 00:51:53,55,16982,1.060657368694113,856,0.053439130832850124,2,0.06202
2,2024-03-06 00:51:55,101,16970,1.0605323648792992,1599,0.1000030518509476,2,0.10837
3,2024-03-06 00:51:57,12,16966,1.0612823877681814,22,0.002250068666646321,2,0.035492
1,2024-03-06 00:52:53,54,16976,1.0626574297311318,837,0.053001617481002225,2,0.06081
2,2024-03-06 00:52:55,100,16979,1.0617199011200293,1601,0.10037806329538866,2,0.1085
3,2024-03-06 00:52:57,5,16963,1.0601573534348583,27,0.0018750572222052675,2,0.04116
1,2024-03-06 00:53:53,54,16968,1.0605948667867062,834,0.054064149906918546,2,0.06061
2,2024-03-06 00:53:55,100,16977,1.061094882045961,1603,1.0614698934904019,2,0.10835
3,2024-03-06 00:53:57,3,16964,1.0602823572496718,20,0.0018125553147984254,2,0.055592
1,2024-03-06 00:54:53,55,16967,1.0605948667867062,852,0.053001617481002225,2,0.0616
2,2024-03-06 00:54:55,102,16986,1.0615948973052156,1604,0.10125308999908444,2,0.10875
3,2024-03-06 00:54:57,7,16973,1.0607198706015197,36,0.0018125553147984254,2,0.055372
1,2024-03-06 00:55:53,57,16970,1.0609073763237404,869,0.05412665181432539,2,0.06242
2,2024-03-06 00:55:55,101,16971,1.0632199468977934,1607,0.10031556138798181,2,0.10883
3,2024-03-06 00:55:57,1,16962,1.0607198706015197,21,0.0015625476851710562,2,0.038182
1,2024-03-06 00:56:53,57,16965,1.0603448591570788,864,0.05393914609210486,2,0.06229
2,2024-03-06 00:56:55,101,16980,1.0612823877681814,1606,1.0614698934904019,2,0.12365
3,2024-03-06 00:56:57,3,16962,1.0601573534348583,49,0.001750053407391583,2,0.065512
1,2024-03-06 00:57:53,57,16970,1.0615948973052156,882,0.05587670522171697,2,0.06333
2,2024-03-06 00:57:55,102,16969,1.0615948973052156,1622,0.10050306711020235,2,0.12013
3,2024-03-06 00:57:57,6,16966,1.0605948667867062,29,0.0024375743888668477,2,0.064692
1,2024-03-06 00:58:53,58,16984,1.0625949278237252,883,0.05500167851802118,2,0.0629
2,2024-03-06 00:58:55,102,16970,1.0616573992126226,1615,0.1004405652027955,2,0.10912
3,2024-03-06 00:58:57,5,16982,1.0604698629718923,23,0.0039376201666310616,2,0.055832
1,2024-03-06 00:59:53,56,16977,1.0625324259163182,866,0.05312662129581591,2,0.06188
2,2024-03-06 01:00:06,103,16968,1.0605948667867062,1612,0.10150309762871182,2,0.10921
3,2024-03-06 01:00:08,4,16972,1.060657368694113,37,0.0015000457777642141,2,0.029188
1,2024-03-06 01:00:53,56,16984,1.061032380138554,860,0.05425165562913907,2,0.062
2,2024-03-06 01:00:55,102,16972,1.0615948973052156,1627,0.1008780785546434,2,0.10934
3,2024-03-06 01:00:57,0,16962,1.0605948667867062,24,0.002687582018494217,2,0.019798
1,2024-03-06 01:01:53,51,16968,1.0604698629718923,779,0.048751487777336955,2,0.0576
2,2024-03-06 01:01:55,102,16965,1.0604073610644857,1628,0.10131559190649128,2,0.10951
3,2024-03-06 01:01:57,7,16959,1.059907345805231,23,0.002250068666646321,2,0.018046
1,2024-03-06 01:02:53,55,16976,1.0615948973052156,867,0.052001586962492755,2,0.06077
2,2024-03-06 01:02:55,112,17005,1.0614073915829951,1623,0.10106558427686392,2,0.1124
3,2024-03-06 01:02:57,9,16971,1.0601573534348583,41,0.0018750572222052675,2,0.057682
1,2024-03-06 01:03:53,55,16985,1.0620324106570636,851,0.05218909268471328,2,0.06068
2,2024-03-06 01:03:55,105,16984,1.0607198706015197,1634,0.1016281014435255,2,0.10973
3,2024-03-06 01:03:57,4,16968,1.0601573534348583,21,0.0018750572222052675,2,0.058082
1,2024-03-06 01:04:53,43,16966,1.0612198858607744,849,0.053001617481002225,2,0.06152
2,2024-03-06 01:04:55,100,16968,1.0604698629718923,1621,0.10131559190649128,2,0.10982
3,2024-03-06 01:04:57,9,16961,1.0600948515274515,28,0.0016250495925778986,2,0.062534
1,2024-03-06 01:05:53,56,16970,1.060657368694113,844,0.05256410412915433,2,0.06093
2,2024-03-06 01:05:55,102,16970,1.0605948667867062,1621,0.10119058809167761,2,0.10987
3,2024-03-06 01:05:57,18,16963,1.0602823572496718,22,0.0018125553147984254,2,0.003716
1,2024-03-06 01:06:53,55,16967,1.0607823725089267,842,0.053751640369884335,2,0.06114
2,2024-03-06 01:06:55,103,16968,1.061782403027436,1623,0.1016281014435255,2,0.11
3,2024-03-06 01:06:57,6,16987,1.0609073763237404,28,0.0013750419629505295,2,0.058712
1,2024-03-06 01:07:53,67,16970,1.060657368694113,998,0.062439405499435406,2,0.07169
2,2024-03-06 01:07:55,102,16980,1.0604698629718923,1625,0.10169060335093234,2,0.11014
3,2024-03-06 01:07:57,8,16962,1.0602823572496718,29,0.0018125553147984254,2,0.053262
1,2024-03-06 01:09:04,66,16969,1.060657368694113,1059,0.065376995147557,2,0.07433
2,2024-03-06 01:09:06,104,16971,1.0607198706015197,1631,0.10287813959166235,2,0.11035
3,2024-03-06 01:09:08,8,16986,1.0604073610644857,27,0.0019375591296121098,2,0.006702
1,2024-03-06 01:09:53,56,16993,1.060657368694113,869,0.05393914609210486,2,0.06233
2,2024-03-06 01:09:55,102,16968,1.0604698629718923,1634,0.10256563005462813,2,0.1105
3,2024-03-06 01:09:57,7,16963,1.061032380138554,24,0.002312570574053163,2,0.028914
1,2024-03-06 01:10:53,58,16973,1.061157383953368,880,0.05600170903653066,2,0.06341
2,2024-03-06 01:10:55,102,16965,1.0603448591570788,1651,0.10225312051759393,2,0.11231
3,2024-03-06 01:10:57,14,16977,1.0613448896755884,48,0.00250007629627369,2,0.057152
1,2024-03-06 01:11:53,58,16964,1.0603448591570788,897,0.05587670522171697,2,0.06428
2,2024-03-06 01:11:55,103,16967,1.0605948667867062,1638,0.10225312051759393,2,0.11099
3,2024-03-06 01:11:57,7,16967,1.0605323648792992,27,0.0013750419629505295,2,0.027382
1,2024-03-06 01:12:53,57,16969,1.0615323953978089,898,0.0560642109439375,2,0.06444
2,2024-03-06 01:12:55,104,16984,1.0609073763237404,1649,0.10300314340647604,2,0.11111
3,2024-03-06 01:12:57,6,16957,1.059782341990417,22,0.002687582018494217,2,0.037718
1,2024-03-06 01:13:53,60,16968,1.0607823725089267,900,0.057314249092074346,2,0.06423
2,2024-03-06 01:13:55,103,16971,1.0624699240089113,1643,0.10294064149906919,2,0.11127
3,2024-03-06 01:13:57,19,16971,1.060657368694113,39,0.0016250495925778986,2,0.012434
1,2024-03-06 01:14:53,56,16963,1.061157383953368,875,0.05506418042542802,2,0.06272
2,2024-03-06 01:14:55,104,16962,1.0601573534348583,1648,0.10300314340647604,2,0.11665
3,2024-03-06 01:14:57,6,16956,1.059907345805231,23,0.0014375438703573718,2,0.061192
1,2024-03-06 01:15:53,59,16987,1.0612198858607744,910,0.05587670522171697,2,0.06444
2,2024-03-06 01:15:55,104,16965,1.0604073610644857,1647,0.10400317392498551,2,0.11153
3,2024-03-06 01:15:57,5,16961,1.0599698477126378,38,0.0011875362407300027,2,0.056602
1,2024-03-06 01:16:53,58,16963,1.060219855342265,911,0.056814233832819604,2,0.06536
2,2024-03-06 01:16:55,105,16964,1.0607823725089267,1661,0.10294064149906919,2,0.11163
3,2024-03-06 01:16:57,4,16998,1.0614073915829951,29,0.0015000457777642141,2,0.042792
1,2024-03-06 01:17:53,58,16981,1.0614698934904019,896,0.055689199499496446,2,0.06385
2,2024-03-06 01:17:55,103,16989,1.0615323953978089,1654,0.1032531510361034,2,0.11171
3,2024-03-06 01:17:57,1,16960,1.060657368694113,28,0.002250068666646321,2,0.032684
1,2024-03-06 01:18:53,58,16964,1.0603448591570788,877,0.054814172795800656,2,0.06304
2,2024-03-06 01:18:55,104,16966,1.0602823572496718,1653,0.10350315866573077,2,0.11183
3,2024-03-06 01:18:57,5,16961,1.0603448591570788,22,0.0028750877407147436,2,0.014486
1,2024-03-06 01:19:53,60,16984,1.0607823725089267,920,0.05662672811059908,2,0.06517
2,2024-03-06 01:19:55,104,16970,1.061157383953368,1655,0.10362816248054446,2,0.11187
3,2024-03-06 01:19:57,6,16978,1.061032380138554,24,0.0015625476851710562,2,0.065022
1,2024-03-06 01:20:53,57,16964,1.0604698629718923,904,0.056564226203192236,2,0.06504
2,2024-03-06 01:20:55,103,16963,1.0604698629718923,1658,0.10375316629535815,2,0.11205
3,2024-03-06 01:20:57,5,16960,1.061032380138554,25,0.0015625476851710562,2,0.045492
1,2024-03-06 01:21:53,61,16964,1.0602823572496718,950,0.059501815851313825,2,0.06629
2,2024-03-06 01:21:55,105,16967,1.0604698629718923,1660,0.10406567583239235,2,0.11213
3,2024-03-06 01:21:57,6,16959,1.0599698477126378,23,0.0018125553147984254,2,0.050974
1,2024-03-06 01:22:53,66,16986,1.0634699545274209,1020,0.06306442457350384,2,0.07128
2,2024-03-06 01:22:55,105,16976,1.0614073915829951,1677,0.10469069490646077,2,0.11224
3,2024-03-06 01:22:57,6,17024,1.0619699087496566,34,0.0024375743888668477,2,0.002148
1,2024-03-06 01:23:53,64,16976,1.0609698782311472,1016,0.06350193792535172,2,0.07114
2,2024-03-06 01:23:55,105,16971,1.0607823725089267,1674,0.10375316629535815,2,0.11271
3,2024-03-06 01:23:57,6,16968,1.0616573992126226,23,0.0016875514999847407,2,0.057112
1,2024-03-06 01:24:53,61,16978,1.0617199011200293,938,0.05856428724021119,2,0.06698
2,2024-03-06 01:24:55,105,16991,1.0614073915829951,1667,0.10481569872127446,2,0.11243
3,2024-03-06 01:24:57,6,16987,1.0615948973052156,39,0.0014375438703573718,2,0.055182
1,2024-03-06 01:25:53,62,16971,1.061094882045961,948,0.059376812036500144,2,0.06786
2,2024-03-06 01:25:55,104,16988,1.061844904934843,1663,0.10437818536942656,2,0.11261
3,2024-03-06 01:25:57,8,16975,1.0604698629718923,21,0.0016875514999847407,2,0.042272
1,2024-03-06 01:26:53,64,16974,1.0616573992126226,1008,0.060689352092043826,2,0.06886
2,2024-03-06 01:26:55,105,16981,1.0609073763237404,1672,0.10419067964720603,2,0.11269
3,2024-03-06 01:26:57,6,16970,1.0612198858607744,45,0.0013750419629505295,2,0.042596
1,2024-03-06 01:27:53,63,16986,1.061782403027436,984,0.062001892147587515,2,0.0693
2,2024-03-06 01:27:55,106,16972,1.061094882045961,1672,0.10537821588793603,2,0.11345
3,2024-03-06 01:27:57,6,16981,1.0603448591570788,22,0.0018750572222052675,2,0.058332
1,2024-03-06 01:28:53,61,16968,1.0615948973052156,935,0.05850178533280435,2,0.06735
2,2024-03-06 01:28:55,105,16985,1.0607823725089267,1690,0.10531571398052919,2,0.11303
3,2024-03-06 01:28:57,6,16979,1.0613448896755884,29,0.0015625476851710562,2,0.057662
1,2024-03-06 01:29:53,63,16989,1.0607823725089267,970,0.06131437116611225,2,0.06897
2,2024-03-06 01:29:55,105,16972,1.0614073915829951,1691,0.10644074831385236,2,0.11313
3,2024-03-06 01:29:57,6,16972,1.061032380138554,44,0.0019375591296121098,2,0.057002
1,2024-03-06 01:30:53,73,16977,1.0617199011200293,974,0.060189336832789084,2,0.06872
2,2024-03-06 01:30:55,105,16970,1.0609698782311472,1688,0.10531571398052919,2,0.11325
3,2024-03-06 01:30:57,8,16965,1.0603448591570788,39,0.0016875514999847407,2,0.05919
1,2024-03-06 01:31:53,63,16982,1.0612198858607744,975,0.06131437116611225,2,0.06881
2,2024-03-06 01:31:55,106,16982,1.061032380138554,1692,0.10556572161015657,2,0.11336
3,2024-03-06 01:31:57,6,16969,1.0612823877681814,26,0.001750053407391583,2,0.004276
1,2024-03-06 01:32:53,64,16966,1.0616573992126226,972,0.060689352092043826,2,0.06908
2,2024-03-06 01:32:55,106,16967,1.0605323648792992,1677,0.10494070253608814,2,0.11348
3,2024-03-06 01:32:57,8,16961,1.0600948515274515,28,0.0015625476851710562,2,0.055822
1,2024-03-06 01:33:53,62,16967,1.0605323648792992,959,0.05987682729575488,2,0.06787
2,2024-03-06 01:33:55,106,16968,1.0605323648792992,1688,0.10512820825830867,2,0.11359
3,2024-03-06 01:33:57,6,16967,1.0614073915829951,28,0.0021875667592394787,2,0.056722
1,2024-03-06 01:34:53,61,16969,1.0616573992126226,957,0.05875179296243172,2,0.06713
2,2024-03-06 01:34:55,107,16968,1.0615948973052156,1696,0.10512820825830867,2,0.1137
3,2024-03-06 01:34:57,6,16988,1.0605323648792992,21,0.0020625629444257945,2,0.032558
1,2024-03-06 01:35:53,60,16971,1.0637199621570483,973,0.05993932920316172,2,0.0684
2,2024-03-06 01:35:55,107,16973,1.0609073763237404,1700,0.10525321207312234,2,0.11388
3,2024-03-06 01:35:57,5,16972,1.0601573534348583,32,0.0016250495925778986,2,0.041054
1,2024-03-06 01:36:53,64,16970,1.0605323648792992,971,0.06043934446241645,2,0.06929
2,2024-03-06 01:36:55,103,16969,1.0604073610644857,1691,0.10569072542497025,2,0.11367
3,2024-03-06 01:36:57,11,16966,1.0604698629718923,26,0.0015000457777642141,2,0.058282
1,2024-03-06 01:37:53,64,16971,1.0617199011200293,977,0.06100186162907804,2,0.0697
